District Name,District Code,Locale,Teacher % Retained,Year,Retention Category,Total Expenditures per Pupil,Adjusted Total Expenditures per Pupil,Adjusted Expenditures Category,Average Salary,Adjusted Average Salary,Adjusted Salary Category,Average Class Size,Class Size Category
peabody,2290000,Suburban,90.7,2014,high,13287.07,12236.585819220000,low,72626.0,66884.14238102700,medium,17.8,medium
pelham,2300000,Suburban,64.7,2014,low,16016.92,14750.612146965500,medium,69250.0,63775.05108206590,medium,18.3,medium
pembroke,2310000,Suburban,88.5,2014,medium,11086.47,10209.966650827300,low,73325.0,67527.87899772540,medium,20.5,large
pentucket,7450000,Suburban,90.1,2014,medium,12860.73,11843.952530002300,low,71364.0,65721.91690137980,medium,18.3,medium
petersham,2340000,Rural,92.3,2014,high,15826.06,14574.841659607800,medium,52752.0,48581.3934249984,low,15.6,small
pioneer valley,7500000,Rural,86.2,2014,medium,16545.99,15237.85353723250,medium,63530.0,58507.27790965550,low,14.0,small
pittsfield,2360000,Urban,90.0,2014,medium,13754.6,12667.152600915300,low,64762.0,59641.87520832850,low,15.6,small
plainville,2380000,Suburban,90.9,2014,high,13450.64,12387.223871284900,low,67124.0,61817.13399036230,low,20.4,large
plymouth,2390000,Suburban,89.1,2014,medium,14054.28,12943.139710060000,low,64374.0,59284.550734395800,low,17.2,medium
plympton,2400000,Rural,83.3,2014,low,14722.99,13558.98107336820,medium,74690.0,68784.96123205060,medium,16.5,small
provincetown,2420000,Suburban,85.0,2014,low,30626.49,28205.140277464000,high,74679.0,68774.83089902670,medium,11.2,small
quabbin,7530000,Rural,90.3,2014,medium,13451.94,12388.421092460400,low,69815.0,64295.38182374630,medium,17.7,medium
quaboag regional,7780000,Rural,90.5,2014,high,11775.67,10844.678061740800,low,66585.0,61320.747672192900,low,18.6,medium
quincy,2430000,Suburban,92.5,2014,high,15517.97,14291.109450396600,medium,76495.0,70447.25678733040,high,15.6,small
ralph c mahar,7550000,Suburban,91.2,2014,high,14425.98,13285.45287233010,medium,57867.0,53291.998281096100,low,13.9,small
randolph,2440000,Suburban,83.3,2014,low,16182.39,14902.999983825400,medium,70792.0,65195.13958413870,medium,18.3,medium
reading,2460000,Suburban,88.1,2014,medium,11807.31,10873.816583274900,low,65291.0,60129.052132839900,low,19.4,large
revere,2480000,Suburban,90.3,2014,medium,14086.48,12972.79395763900,low,78400.0,72201.64627919080,high,20.0,large
richmond,2490000,Rural,100.0,2014,high,15271.8,14064.401806716200,medium,64891.0,59760.6763865175,low,16.0,small
rochester,2500000,Rural,97.1,2014,high,13192.18,12149.19788279870,low,84772.0,78069.8719181067,high,19.8,large
rockland,2510000,Suburban,88.0,2014,medium,13728.61,12643.217386798000,low,71473.0,65822.29929225260,medium,18.7,medium
rockport,2520000,Suburban,88.4,2014,medium,15394.6,14177.493160837100,medium,79135.0,72878.53671305830,high,16.9,medium
rowe,2530000,Rural,66.7,2014,low,21046.66,19382.69771273460,high,67498.0,62161.565313173800,low,11.6,small
salem,2580000,Suburban,77.5,2014,low,16720.9,15398.935041705600,medium,75208.0,69262.00782353810,medium,16.2,small
sandwich,2610000,Suburban,83.8,2014,low,14118.94,13002.687649453000,low,83612.0,77001.58225377170,high,17.1,medium
saugus,2620000,Suburban,88.4,2014,medium,13432.41,12370.435146646200,low,68745.0,63309.97670233390,low,17.6,medium
savoy,2630000,Rural,80.0,2014,low,13621.01,12544.12431103730,low,54815.0,50481.29133665620,low,5.0,small
scituate,2640000,Suburban,93.2,2014,high,13308.27,12256.109733775100,low,83513.0,76910.40925655690,high,18.3,medium
seekonk,2650000,Suburban,94.0,2014,high,13576.69,12503.308278344700,low,75280.0,69328.31545787610,medium,18.5,medium
sharon,2660000,Suburban,90.1,2014,medium,15021.33,13833.734123762700,medium,74507.0,68616.42932810810,medium,18.6,medium
shawsheen valley regional vocational technical,8710000,Suburban,90.8,2014,high,18652.18,17177.526820099500,high,79143.0,72885.90422798470,high,17.2,medium
sherborn,2690000,Rural,88.2,2014,medium,18378.2,16925.20785265590,high,99858.0,91963.1631906561,high,18.9,medium
shrewsbury,2710000,Suburban,91.0,2014,high,11869.99,10931.541062723600,low,75911.0,69909.42819769970,medium,23.1,large
shutesbury,2720000,Rural,72.2,2014,low,15477.75,14254.069269103900,medium,61055.0,56227.95297928570,low,14.7,small
silver lake,7600000,Suburban,88.3,2014,medium,13675.07,12593.91029315270,low,79501.0,73215.60052094330,high,20.1,large
somerset,2730000,Suburban,91.0,2014,high,13412.39,12351.99794054280,low,71230.0,65598.51102636180,medium,20.9,large
somerset berkley regional school district,7630000,Suburban,95.3,2014,high,14414.12,13274.53053145170,medium,60211.0,55450.68015454540,low,13.8,small
somerville,2740000,Suburban,86.0,2014,medium,17428.49,16050.58252755630,high,73466.0,67657.731448304,medium,17.6,medium
south hadley,2780000,Suburban,90.3,2014,medium,13676.29,12595.033839179000,low,65319.0,60154.83843508250,low,16.7,small
south middlesex regional vocational technical,8290000,Urban,89.6,2014,medium,25858.94,23814.515804015500,high,73731.0,67901.78038024260,medium,13.7,small
south shore regional vocational technical,8730000,Suburban,93.3,2014,high,20271.25,18668.59211909500,high,78586.0,72372.94100123080,high,13.5,small
southampton,2750000,Suburban,86.0,2014,medium,10458.16,9631.331237897730,low,65148.0,59997.357803529600,low,18.6,medium
southborough,2760000,Suburban,87.4,2014,medium,16320.34,15030.043569338400,medium,76951.0,70867.20513813790,high,17.4,medium
southbridge,2770000,Rural,80.2,2014,low,13616.83,12540.274784488200,low,63493.0,58473.2031531207,low,19.4,large
southeastern regional vocational technical,8720000,Suburban,85.8,2014,low,20769.87,19127.790905673200,high,82776.0,76231.67694395790,high,16.7,small
southern berkshire,7650000,Rural,92.0,2014,high,17427.85,16049.993126362200,high,65182.0,60028.66974196710,low,12.0,small
southern worcester county regional vocational technical,8760000,Rural,90.7,2014,high,17426.6,16048.841952154900,high,68483.0,63068.690588492700,low,13.9,small
southwick-tolland-granville regional school district,7660000,Suburban,93.8,2014,high,12744.01,11736.460487225400,low,60354.0,55582.37448385570,low,16.7,small
spencer-e brookfield,7670000,Suburban,86.7,2014,medium,12407.87,11426.895928803400,low,62561.0,57614.88766418950,low,18.6,medium
springfield,2810000,Urban,80.8,2014,low,15208.09,14005.728759720700,medium,60067.0,55318.06488586930,low,17.4,medium
stoneham,2840000,Suburban,87.7,2014,medium,14516.54,13368.853141297500,medium,68232.0,62837.534807675400,low,16.1,small
stoughton,2850000,Suburban,89.1,2014,medium,13640.09,12561.695834136800,low,74619.0,68719.57453707830,medium,16.9,medium
sturbridge,2870000,Suburban,94.4,2014,high,12179.34,11216.433655535700,low,69933.0,64404.05266891140,medium,23.1,large
sudbury,2880000,Rural,89.6,2014,medium,14246.33,13120.00611526310,medium,73473.0,67664.17802386470,medium,20.2,large
sunderland,2890000,Suburban,81.0,2014,low,12583.41,11588.557625076900,low,59871.0,55137.56077017140,low,14.6,small
sutton,2900000,Rural,92.2,2014,high,11590.45,10674.101672406200,low,70629.0,65045.02646751240,medium,21.4,large
swampscott,2910000,Suburban,91.5,2014,high,14797.69,13627.77524399390,medium,77297.0,71185.8501587068,high,19.7,large
swansea,2920000,Suburban,93.2,2014,high,12265.64,11295.910722804800,low,63549.0,58524.77575760580,low,16.5,small
tantasqua,7700000,Rural,90.1,2014,medium,13079.49,12045.417225666000,low,76361.0,70323.85091231240,high,15.7,small
taunton,2930000,Suburban,92.7,2014,high,11991.3,11043.260217189600,low,74833.0,68916.6555613608,medium,20.6,large
tewksbury,2950000,Suburban,93.2,2014,high,13768.46,12679.916820525400,low,72391.0,66667.72163006250,medium,20.0,large
tisbury,2960000,Suburban,90.7,2014,high,21248.92,19568.966908862500,high,87997.0,81039.90137283110,high,12.5,small
topsfield,2980000,Rural,92.3,2014,high,14577.24,13424.754160801900,medium,82708.0,76169.0530670831,high,16.3,small
tri county regional vocational technical,8780000,Suburban,86.2,2014,medium,16837.69,15506.491550238100,medium,76816.0,70742.87832375410,high,17.0,medium
triton,7730000,Rural,94.1,2014,high,14209.76,13086.327362655500,medium,77918.0,71757.75350487230,high,18.0,medium
truro,3000000,Suburban,76.5,2014,low,24051.11,22149.613990330500,high,68050.0,62669.92384309870,low,16.5,small
tyngsborough,3010000,Suburban,90.5,2014,high,12470.54,11484.611198858400,low,69734.0,64220.785735116000,medium,19.6,large
up-island regional,7740000,Rural,88.9,2014,medium,25311.68,23310.522526684600,high,79718.0,73415.44436332310,high,13.8,small
upper cape cod regional vocational technical,8790000,Rural,91.7,2014,high,21284.96,19602.157563606200,high,70613.0,65030.29143765950,medium,16.6,small
uxbridge,3040000,Suburban,87.8,2014,medium,12262.08,11292.632178662500,low,70109.0,64566.13799729320,medium,20.2,large
wachusett,7750000,Suburban,91.6,2014,high,11130.55,10250.561658072000,low,67598.0,62253.65924975440,low,19.6,large
wakefield,3050000,Suburban,87.5,2014,medium,12976.7,11950.753868254800,low,67975.0,62600.85339066320,low,18.6,medium
wales,3060000,Rural,86.7,2014,medium,12787.47,11776.48451206330,low,59849.0,55117.30010412360,low,18.8,medium
walpole,3070000,Suburban,94.3,2014,high,13501.01,12433.611587140500,low,71323.0,65684.15838738170,medium,20.2,large
waltham,3080000,Urban,84.7,2014,low,19501.76,17959.938486500900,high,74305.0,68430.39957621520,medium,16.1,small
ware,3090000,Rural,85.6,2014,low,12749.06,11741.11123102270,low,60831.0,56021.66256134510,low,20.8,large
wareham,3100000,Suburban,81.5,2014,low,14163.63,13043.844429710900,low,66220.0,60984.60480367370,low,16.9,medium
watertown,3140000,Suburban,85.2,2014,low,17309.06,15940.594739098100,high,77128.0,71030.2114058856,high,17.1,medium
wayland,3150000,Suburban,90.3,2014,medium,16445.27,15145.096524308500,medium,88378.0,81390.77927120320,high,17.1,medium
webster,3160000,Suburban,88.8,2014,medium,13220.93,12175.674889565600,low,67846.0,62482.05221247430,low,19.5,large
wellesley,3170000,Suburban,85.4,2014,low,17107.81,15755.25569172960,medium,83376.0,76784.24056344150,high,17.4,medium
wellfleet,3180000,Suburban,71.4,2014,low,24869.2,22903.02527610270,high,69017.0,63560.47220983310,medium,12.7,small
west boylston,3220000,Suburban,87.5,2014,medium,14332.52,13199.38187920190,medium,69609.0,64105.668314390200,medium,16.3,small
west bridgewater,3230000,Suburban,92.3,2014,high,10998.95,10129.366037532000,low,64133.0,59062.60434723660,low,19.9,large
west springfield,3320000,Suburban,90.1,2014,medium,13155.92,12115.804621394500,low,62525.0,57581.73384702050,low,16.0,small
westborough,3210000,Suburban,88.3,2014,medium,14736.26,13571.201938752400,medium,77082.0,70987.84819505850,high,17.3,medium
westfield,3250000,Suburban,87.8,2014,medium,13478.44,12412.825985654300,low,63497.0,58476.88691058390,low,17.7,medium
westford,3260000,Suburban,91.9,2014,high,12529.09,11538.532198726400,low,70933.0,65324.99203471740,medium,19.1,large
westhampton,3270000,Rural,92.9,2014,high,14393.22,13255.282898706300,medium,62351.0,57421.490397370200,low,18.1,medium
weston,3300000,Suburban,87.1,2014,medium,21652.5,19940.639618114500,high,89489.0,82413.94290661360,high,17.2,medium
westport,3310000,Rural,89.1,2014,medium,12887.83,11868.909986815600,low,77113.0,71016.3973153985,high,16.7,small
westwood,3350000,Suburban,87.6,2014,medium,15337.11,14124.548356696900,medium,82531.0,76006.04679933540,high,19.6,large
weymouth,3360000,Suburban,88.3,2014,medium,12984.49,11957.927985914400,low,75142.0,69201.22582539490,medium,19.0,large
whately,3370000,Rural,64.3,2014,low,15265.17,14058.29597872090,medium,55423.0,51041.22247106620,low,15.3,small
whitman-hanson,7800000,Suburban,91.4,2014,high,11126.17,10246.527943649800,low,77315.0,71202.42706729130,high,23.1,large
whittier regional vocational technical,8850000,Suburban,91.0,2014,high,18144.97,16710.417164369000,high,79823.0,73512.14299673280,high,13.4,small
williamsburg,3400000,Rural,88.9,2014,medium,14361.64,13226.19963353420,medium,71385.0,65741.2566280617,medium,14.1,small
williamstown,3410000,Rural,83.8,2014,low,14987.63,13802.698467135100,medium,73965.0,68117.2801918412,medium,18.1,medium
wilmington,3420000,Suburban,89.3,2014,medium,14663.95,13504.608813211000,medium,70410.0,64843.34074640090,medium,18.8,medium
winchendon,3430000,Suburban,83.8,2014,low,12273.23,11302.900652591200,low,76197.0,70172.8168563202,medium,17.7,medium
winchester,3440000,Suburban,91.9,2014,high,12578.77,11584.284466419600,low,73740.0,67910.06883453490,medium,19.0,large
winthrop,3460000,Suburban,74.2,2014,low,12310.19,11336.93857155140,low,58662.0,54024.1450769119,low,19.9,large
woburn,3470000,Suburban,90.6,2014,high,15058.41,13867.882555446800,medium,72799.0,67043.46489131140,medium,17.5,medium
worcester,3480000,Urban,89.2,2014,medium,13793.82,12703.271842842200,low,97274.0,89583.45586941340,high,16.6,small
wrentham,3500000,Suburban,91.4,2014,high,12255.11,11286.213231282800,low,68878.0,63432.461637986000,medium,20.4,large
state totals,0,,86.8,2014,medium,14520.87,13372.84080875150,medium,73966.0,68118.201131207,medium,18.1,medium
state totals,0,,89.5,2014,medium,14520.87,13372.84080875150,medium,73966.0,68118.201131207,medium,18.1,medium
abington,10000,Suburban,87.9,2015,medium,13270.84,12026.804736580400,low,74662.0,67663.03378253100,medium,21.6,large
acton-boxborough,6000000,Suburban,90.3,2015,medium,14016.2,12702.293189342800,low,80750.0,73180.3324038919,high,21.5,large
acushnet,30000,Suburban,92.9,2015,high,11860.15,10748.355657709200,low,64906.0,58821.58086695990,low,18.1,medium
adams-cheshire,6030000,Rural,81.6,2015,low,12906.46,11696.582451486500,low,67378.0,61061.85060940470,low,15.4,small
agawam,50000,Suburban,93.3,2015,high,14363.21,13016.773773212400,medium,64769.0,58697.423522819500,low,16.0,small
amesbury,70000,Suburban,93.2,2015,high,13771.87,12480.86717551930,low,77147.0,69915.08487879940,medium,18.4,medium
amherst,80000,Urban,94.8,2015,high,20236.57,18339.553180366900,high,71730.0,65005.88536633020,medium,20.7,large
amherst-pelham,6050000,Urban,76.3,2015,low,19978.57,18105.73861986900,high,80003.0,72503.35768803170,high,13.5,small
andover,90000,Suburban,90.7,2015,high,15601.7,14139.165226821100,medium,81211.0,73598.11733563430,high,18.4,medium
arlington,100000,Suburban,91.3,2015,high,13382.77,12128.24219300100,low,66493.0,60259.81229141780,low,18.0,medium
ashburnham-westminster,6100000,Suburban,86.0,2015,medium,12755.48,11559.755620695900,low,68799.0,62349.6432081159,low,18.7,medium
ashland,140000,Suburban,92.5,2015,high,13607.92,12332.286178644800,low,76355.0,69197.32855355010,medium,18.3,medium
assabet valley regional vocational technical,8010000,Suburban,97.1,2015,high,18673.36,16922.881633406100,high,77409.0,70152.52447124290,medium,15.0,small
athol-royalston,6150000,Suburban,84.6,2015,low,13694.87,12411.085310564500,low,63407.0,57463.10014530740,low,17.4,medium
attleboro,160000,Suburban,89.1,2015,medium,12980.4,11763.591167002800,low,76386.0,69225.42255112930,medium,19.9,large
auburn,170000,Suburban,89.4,2015,medium,13580.88,12307.780962691900,low,69481.0,62967.71115485840,low,18.3,medium
avon,180000,Suburban,93.8,2015,high,14284.49,12945.433144521000,medium,67547.0,61215.00820911070,low,15.9,small
ayer shirley school district,6160000,Suburban,83.9,2015,low,13974.81,12664.783171284600,low,60863.0,55157.57982783990,low,17.8,medium
barnstable,200000,Urban,88.5,2015,medium,15012.81,13605.478961194700,medium,78757.0,71374.16023694510,high,17.8,medium
bedford,230000,Suburban,89.9,2015,medium,17839.45,16167.144035945600,high,79410.0,71965.94670208120,high,13.6,small
belchertown,240000,Rural,95.4,2015,high,12591.99,11411.591502495100,low,63183.0,57260.09835634800,low,17.7,medium
bellingham,250000,Suburban,91.6,2015,high,13220.48,11981.16558438400,low,71691.0,64970.54130485960,medium,18.9,medium
belmont,260000,Suburban,86.1,2015,medium,13028.52,11807.200301309600,low,85241.0,77250.33702093060,high,21.8,large
berkley,270000,Rural,91.9,2015,high,12202.99,11059.057145775500,low,72749.0,65929.36225449820,medium,18.3,medium
berkshire hills,6180000,Rural,88.8,2015,medium,17257.77,15639.991890401400,high,71618.0,64904.38447185050,medium,15.4,small
berlin,280000,Suburban,66.7,2015,low,18680.1,16928.989812234600,high,78541.0,71178.40851187710,high,16.0,small
berlin-boylston,6200000,Suburban,89.4,2015,medium,14199.63,12868.528091792900,low,62286.0,56447.18494252400,low,16.2,small
beverly,300000,Suburban,91.6,2015,high,13188.37,11952.065640439800,low,71078.0,64415.00515918050,medium,19.3,large
billerica,310000,Suburban,87.8,2015,medium,15434.97,13988.064832744300,medium,74345.0,67375.75000083400,medium,19.3,large
blackstone valley regional vocational technical,8050000,Suburban,89.9,2015,medium,18348.63,16628.59247747400,high,75378.0,68311.91450081190,medium,18.0,medium
blackstone-millville,6220000,Suburban,89.1,2015,medium,13135.7,11904.333032294800,low,61779.0,55987.71214340600,low,18.1,medium
blue hills regional vocational technical,8060000,Rural,89.5,2015,medium,21335.09,19335.09570361550,high,80551.0,72999.98706459320,high,16.0,small
bourne,360000,Suburban,89.9,2015,medium,14969.24,13565.993300726100,medium,74419.0,67442.81309182950,medium,17.7,medium
boxford,380000,Suburban,89.6,2015,medium,16222.12,14701.425806759400,medium,75957.0,68836.63787495250,medium,15.6,small
boylston,390000,Suburban,84.0,2015,low,13226.43,11986.557819403200,low,74289.0,67324.99955359410,medium,16.6,small
